# seed = 1 mean = 50 standard_deviation = 300 number_of_pages = 300
Capacity of LSU = 90
------------------------------------------------------------
Page Faults = 280
Page Hits = 20
------------------------------------------------------------
[537] <-- Page - 537 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218] <-- Page - 218 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122] <-- Page - 122 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134] <-- Page - 134 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28] <-- Page - 28 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398] <-- Page - 398 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160] <-- Page - 160 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621] <-- Page - 621 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383] <-- Page - 383 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247] <-- Page - 247 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438] <-- Page - -438 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230] <-- Page - 230 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176] <-- Page - 176 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293] <-- Page - 293 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363] <-- Page - 363 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70] <-- Page - -70 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297] <-- Page - 297 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118] <-- Page - -118 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636] <-- Page - 636 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349] <-- Page - -349 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478] <-- Page - -478 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445] <-- Page - -445 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217] <-- Page - -217 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285] <-- Page - -285 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285] <-- Page - 636
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47] <-- Page - -47 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352] <-- Page - -352 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384] <-- Page - 384 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125] <-- Page - -125 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321] <-- Page - -321 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321, 312] <-- Page - 312 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321, 312, 237] <-- Page - 237 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321, 312, 237, -80] <-- Page - -80 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321, 312, 237, -80, 472] <-- Page - 472 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321, 312, 237, -80, 472, 88] <-- Page - 88 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321, 312, 237, -80, 472, 88, 535] <-- Page - 535 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321, 312, 237, -80, 472, 88, 535] <-- Page - 200
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321, 312, 237, -80, 472, 88, 535, 517] <-- Page - 517 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321, 312, 237, -80, 472, 88, 535, 517, 82] <-- Page - 82 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321, 312, 237, -80, 472, 88, 535, 517, 82, -315] <-- Page - -315 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321, 312, 237, -80, 472, 88, 535, 517, 82, -315, 784] <-- Page - 784 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321, 312, 237, -80, 472, 88, 535, 517, 82, -315, 784, -113] <-- Page - -113 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321, 312, 237, -80, 472, 88, 535, 517, 82, -315, 784, -113, -9] <-- Page - -9 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321, 312, 237, -80, 472, 88, 535, 517, 82, -315, 784, -113, -9, -160] <-- Page - -160 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321, 312, 237, -80, 472, 88, 535, 517, 82, -315, 784, -113, -9, -160, -11] <-- Page - -11 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321, 312, 237, -80, 472, 88, 535, 517, 82, -315, 784, -113, -9, -160, -11] <-- Page - 122
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 19, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321, 312, 237, -80, 472, 88, 535, 517, 82, -315, 784, -113, -9, -160, -11, 110] <-- Page - 110 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 19, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321, 312, 237, -80, 472, 88, 535, 517, 82, -315, 784, -113, -9, -160, -11, 110, 248] <-- Page - 248 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 73, 63, 19, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135, 218, 122, 134, 28, 398, 160, 621, 383, 247, -438, 230, 176, 293, 363, -70, 297, -118, 636, -349, -478, -445, -217, -285, -47, -352, 384, -125, -321, 312, 237, -80, 472, 88, 535, 517, 82, -315, 784, -113, -9, -160, -11, 110, 248, 587] <-- Page - 587 | Page Fault Here
