# seed=(1, 2) mean=(5, 20) standard_deviation=(1, 15) number_of_processes=1000
------------------------------------------------------------
Average waiting time : 2247.196
Average turn around time : 2251.731
------------------------------------------------------------
Process 0 | Waiting Time 0 | Burst Time 5 | Arrival Time 0 | Turn Around Time 5
Process 892 | Waiting Time 4005 | Burst Time 4 | Arrival Time 37 | Turn Around Time 4009
Process 893 | Waiting Time 4009 | Burst Time 4 | Arrival Time 37 | Turn Around Time 4013
Process 894 | Waiting Time 4013 | Burst Time 5 | Arrival Time 37 | Turn Around Time 4018
Process 895 | Waiting Time 4018 | Burst Time 2 | Arrival Time 37 | Turn Around Time 4020
Process 896 | Waiting Time 4020 | Burst Time 6 | Arrival Time 37 | Turn Around Time 4026
Process 897 | Waiting Time 4026 | Burst Time 4 | Arrival Time 37 | Turn Around Time 4030
Process 898 | Waiting Time 4030 | Burst Time 5 | Arrival Time 37 | Turn Around Time 4035
Process 899 | Waiting Time 4035 | Burst Time 4 | Arrival Time 37 | Turn Around Time 4039
Process 900 | Waiting Time 4039 | Burst Time 6 | Arrival Time 37 | Turn Around Time 4045
Process 901 | Waiting Time 4045 | Burst Time 4 | Arrival Time 37 | Turn Around Time 4049
Process 902 | Waiting Time 4049 | Burst Time 5 | Arrival Time 37 | Turn Around Time 4054
Process 903 | Waiting Time 4053 | Burst Time 5 | Arrival Time 38 | Turn Around Time 4058
Process 904 | Waiting Time 4058 | Burst Time 5 | Arrival Time 38 | Turn Around Time 4063
Process 905 | Waiting Time 4063 | Burst Time 6 | Arrival Time 38 | Turn Around Time 4069
Process 906 | Waiting Time 4069 | Burst Time 5 | Arrival Time 38 | Turn Around Time 4074
Process 907 | Waiting Time 4074 | Burst Time 4 | Arrival Time 38 | Turn Around Time 4078
Process 908 | Waiting Time 4078 | Burst Time 5 | Arrival Time 38 | Turn Around Time 4083
Process 909 | Waiting Time 4083 | Burst Time 5 | Arrival Time 38 | Turn Around Time 4088
Process 910 | Waiting Time 4087 | Burst Time 5 | Arrival Time 39 | Turn Around Time 4092
Process 911 | Waiting Time 4092 | Burst Time 5 | Arrival Time 39 | Turn Around Time 4097
Process 912 | Waiting Time 4097 | Burst Time 4 | Arrival Time 39 | Turn Around Time 4101
Process 913 | Waiting Time 4101 | Burst Time 5 | Arrival Time 39 | Turn Around Time 4106
Process 914 | Waiting Time 4106 | Burst Time 5 | Arrival Time 39 | Turn Around Time 4111
Process 915 | Waiting Time 4111 | Burst Time 5 | Arrival Time 39 | Turn Around Time 4116
Process 916 | Waiting Time 4115 | Burst Time 4 | Arrival Time 40 | Turn Around Time 4119
Process 917 | Waiting Time 4119 | Burst Time 4 | Arrival Time 40 | Turn Around Time 4123
Process 918 | Waiting Time 4123 | Burst Time 3 | Arrival Time 40 | Turn Around Time 4126
Process 919 | Waiting Time 4126 | Burst Time 6 | Arrival Time 40 | Turn Around Time 4132
Process 920 | Waiting Time 4132 | Burst Time 4 | Arrival Time 40 | Turn Around Time 4136
Process 921 | Waiting Time 4136 | Burst Time 4 | Arrival Time 40 | Turn Around Time 4140
Process 922 | Waiting Time 4140 | Burst Time 5 | Arrival Time 40 | Turn Around Time 4145
Process 923 | Waiting Time 4145 | Burst Time 4 | Arrival Time 40 | Turn Around Time 4149
Process 924 | Waiting Time 4149 | Burst Time 5 | Arrival Time 40 | Turn Around Time 4154
Process 925 | Waiting Time 4153 | Burst Time 4 | Arrival Time 41 | Turn Around Time 4157
Process 926 | Waiting Time 4157 | Burst Time 6 | Arrival Time 41 | Turn Around Time 4163
Process 927 | Waiting Time 4163 | Burst Time 4 | Arrival Time 41 | Turn Around Time 4167
Process 928 | Waiting Time 4167 | Burst Time 4 | Arrival Time 41 | Turn Around Time 4171
Process 929 | Waiting Time 4171 | Burst Time 5 | Arrival Time 41 | Turn Around Time 4176
Process 930 | Waiting Time 4176 | Burst Time 5 | Arrival Time 41 | Turn Around Time 4181
Process 931 | Waiting Time 4181 | Burst Time 4 | Arrival Time 41 | Turn Around Time 4185
Process 932 | Waiting Time 4184 | Burst Time 5 | Arrival Time 42 | Turn Around Time 4189
Process 933 | Waiting Time 4189 | Burst Time 4 | Arrival Time 42 | Turn Around Time 4193
Process 934 | Waiting Time 4193 | Burst Time 6 | Arrival Time 42 | Turn Around Time 4199
Process 935 | Waiting Time 4199 | Burst Time 4 | Arrival Time 42 | Turn Around Time 4203
Process 936 | Waiting Time 4203 | Burst Time 2 | Arrival Time 42 | Turn Around Time 4205
Process 937 | Waiting Time 4204 | Burst Time 2 | Arrival Time 43 | Turn Around Time 4206
Process 938 | Waiting Time 4206 | Burst Time 4 | Arrival Time 43 | Turn Around Time 4210
Process 939 | Waiting Time 4210 | Burst Time 5 | Arrival Time 43 | Turn Around Time 4215
Process 940 | Waiting Time 4215 | Burst Time 5 | Arrival Time 43 | Turn Around Time 4220
Process 941 | Waiting Time 4220 | Burst Time 4 | Arrival Time 43 | Turn Around Time 4224
Process 942 | Waiting Time 4224 | Burst Time 4 | Arrival Time 43 | Turn Around Time 4228
Process 943 | Waiting Time 4228 | Burst Time 4 | Arrival Time 43 | Turn Around Time 4232
Process 944 | Waiting Time 4232 | Burst Time 6 | Arrival Time 43 | Turn Around Time 4238
Process 945 | Waiting Time 4237 | Burst Time 3 | Arrival Time 44 | Turn Around Time 4240
Process 946 | Waiting Time 4240 | Burst Time 4 | Arrival Time 44 | Turn Around Time 4244
Process 947 | Waiting Time 4244 | Burst Time 4 | Arrival Time 44 | Turn Around Time 4248
Process 948 | Waiting Time 4248 | Burst Time 3 | Arrival Time 44 | Turn Around Time 4251
Process 949 | Waiting Time 4251 | Burst Time 8 | Arrival Time 44 | Turn Around Time 4259
Process 950 | Waiting Time 4259 | Burst Time 5 | Arrival Time 44 | Turn Around Time 4264
Process 951 | Waiting Time 4263 | Burst Time 6 | Arrival Time 45 | Turn Around Time 4269
Process 952 | Waiting Time 4269 | Burst Time 4 | Arrival Time 45 | Turn Around Time 4273
Process 953 | Waiting Time 4273 | Burst Time 3 | Arrival Time 45 | Turn Around Time 4276
Process 954 | Waiting Time 4275 | Burst Time 5 | Arrival Time 46 | Turn Around Time 4280
Process 955 | Waiting Time 4280 | Burst Time 5 | Arrival Time 46 | Turn Around Time 4285
Process 956 | Waiting Time 4285 | Burst Time 6 | Arrival Time 46 | Turn Around Time 4291
Process 957 | Waiting Time 4291 | Burst Time 4 | Arrival Time 46 | Turn Around Time 4295
Process 958 | Waiting Time 4295 | Burst Time 5 | Arrival Time 46 | Turn Around Time 4300
Process 959 | Waiting Time 4300 | Burst Time 4 | Arrival Time 46 | Turn Around Time 4304
Process 960 | Waiting Time 4303 | Burst Time 5 | Arrival Time 47 | Turn Around Time 4308
Process 961 | Waiting Time 4308 | Burst Time 3 | Arrival Time 47 | Turn Around Time 4311
Process 962 | Waiting Time 4311 | Burst Time 4 | Arrival Time 47 | Turn Around Time 4315
Process 963 | Waiting Time 4315 | Burst Time 3 | Arrival Time 47 | Turn Around Time 4318
Process 964 | Waiting Time 4318 | Burst Time 6 | Arrival Time 47 | Turn Around Time 4324
Process 965 | Waiting Time 4324 | Burst Time 6 | Arrival Time 47 | Turn Around Time 4330
Process 966 | Waiting Time 4330 | Burst Time 4 | Arrival Time 47 | Turn Around Time 4334
Process 967 | Waiting Time 4333 | Burst Time 4 | Arrival Time 48 | Turn Around Time 4337
Process 968 | Waiting Time 4337 | Burst Time 5 | Arrival Time 48 | Turn Around Time 4342
Process 969 | Waiting Time 4342 | Burst Time 5 | Arrival Time 48 | Turn Around Time 4347
Process 970 | Waiting Time 4347 | Burst Time 4 | Arrival Time 48 | Turn Around Time 4351
Process 971 | Waiting Time 4351 | Burst Time 5 | Arrival Time 48 | Turn Around Time 4356
Process 972 | Waiting Time 4355 | Burst Time 4 | Arrival Time 49 | Turn Around Time 4359
Process 973 | Waiting Time 4359 | Burst Time 4 | Arrival Time 49 | Turn Around Time 4363
Process 974 | Waiting Time 4363 | Burst Time 4 | Arrival Time 49 | Turn Around Time 4367
Process 975 | Waiting Time 4367 | Burst Time 5 | Arrival Time 49 | Turn Around Time 4372
Process 976 | Waiting Time 4371 | Burst Time 5 | Arrival Time 50 | Turn Around Time 4376
Process 977 | Waiting Time 4375 | Burst Time 4 | Arrival Time 51 | Turn Around Time 4379
Process 978 | Waiting Time 4379 | Burst Time 5 | Arrival Time 51 | Turn Around Time 4384
Process 979 | Waiting Time 4383 | Burst Time 5 | Arrival Time 52 | Turn Around Time 4388
Process 980 | Waiting Time 4388 | Burst Time 4 | Arrival Time 52 | Turn Around Time 4392
Process 981 | Waiting Time 4391 | Burst Time 4 | Arrival Time 53 | Turn Around Time 4395
Process 982 | Waiting Time 4395 | Burst Time 4 | Arrival Time 53 | Turn Around Time 4399
Process 983 | Waiting Time 4398 | Burst Time 2 | Arrival Time 54 | Turn Around Time 4400
Process 984 | Waiting Time 4400 | Burst Time 5 | Arrival Time 54 | Turn Around Time 4405
Process 985 | Waiting Time 4405 | Burst Time 4 | Arrival Time 54 | Turn Around Time 4409
Process 986 | Waiting Time 4409 | Burst Time 5 | Arrival Time 54 | Turn Around Time 4414
Process 987 | Waiting Time 4414 | Burst Time 6 | Arrival Time 54 | Turn Around Time 4420
Process 988 | Waiting Time 4419 | Burst Time 3 | Arrival Time 55 | Turn Around Time 4422
Process 989 | Waiting Time 4420 | Burst Time 5 | Arrival Time 57 | Turn Around Time 4425
Process 990 | Waiting Time 4425 | Burst Time 6 | Arrival Time 57 | Turn Around Time 4431
Process 991 | Waiting Time 4430 | Burst Time 5 | Arrival Time 58 | Turn Around Time 4435
Process 992 | Waiting Time 4435 | Burst Time 6 | Arrival Time 58 | Turn Around Time 4441
Process 993 | Waiting Time 4440 | Burst Time 6 | Arrival Time 59 | Turn Around Time 4446
Process 994 | Waiting Time 4445 | Burst Time 4 | Arrival Time 60 | Turn Around Time 4449
Process 995 | Waiting Time 4449 | Burst Time 5 | Arrival Time 60 | Turn Around Time 4454
Process 996 | Waiting Time 4447 | Burst Time 4 | Arrival Time 67 | Turn Around Time 4451
Process 997 | Waiting Time 4451 | Burst Time 5 | Arrival Time 67 | Turn Around Time 4456
Process 998 | Waiting Time 4454 | Burst Time 5 | Arrival Time 69 | Turn Around Time 4459
Process 999 | Waiting Time 4447 | Burst Time 7 | Arrival Time 81 | Turn Around Time 4454
