# seed=(1, 2) mean=(250, 20) standard_deviation=(50, 15) number_of_processes=1000
------------------------------------------------------------
Average waiting time : 125497.092
Average turn around time : 125748.558
------------------------------------------------------------
Process 0 | Waiting Time 0 | Burst Time 359 | Arrival Time 81 | Turn Around Time 359
Process 883 | Waiting Time 221910 | Burst Time 194 | Arrival Time 4 | Turn Around Time 222104
Process 884 | Waiting Time 222104 | Burst Time 243 | Arrival Time 4 | Turn Around Time 222347
Process 885 | Waiting Time 222347 | Burst Time 310 | Arrival Time 4 | Turn Around Time 222657
Process 886 | Waiting Time 222657 | Burst Time 291 | Arrival Time 4 | Turn Around Time 222948
Process 887 | Waiting Time 222948 | Burst Time 258 | Arrival Time 4 | Turn Around Time 223206
Process 888 | Waiting Time 223206 | Burst Time 265 | Arrival Time 4 | Turn Around Time 223471
Process 889 | Waiting Time 223471 | Burst Time 319 | Arrival Time 4 | Turn Around Time 223790
Process 890 | Waiting Time 223790 | Burst Time 223 | Arrival Time 4 | Turn Around Time 224013
Process 891 | Waiting Time 224013 | Burst Time 330 | Arrival Time 4 | Turn Around Time 224343
Process 892 | Waiting Time 224343 | Burst Time 252 | Arrival Time 4 | Turn Around Time 224595
Process 893 | Waiting Time 224595 | Burst Time 273 | Arrival Time 4 | Turn Around Time 224868
Process 894 | Waiting Time 224868 | Burst Time 272 | Arrival Time 4 | Turn Around Time 225140
Process 895 | Waiting Time 225140 | Burst Time 224 | Arrival Time 4 | Turn Around Time 225364
Process 896 | Waiting Time 225364 | Burst Time 238 | Arrival Time 4 | Turn Around Time 225602
Process 897 | Waiting Time 225602 | Burst Time 275 | Arrival Time 4 | Turn Around Time 225877
Process 898 | Waiting Time 225877 | Burst Time 229 | Arrival Time 4 | Turn Around Time 226106
Process 899 | Waiting Time 226106 | Burst Time 219 | Arrival Time 4 | Turn Around Time 226325
Process 900 | Waiting Time 226325 | Burst Time 219 | Arrival Time 4 | Turn Around Time 226544
Process 901 | Waiting Time 226544 | Burst Time 220 | Arrival Time 4 | Turn Around Time 226764
Process 902 | Waiting Time 226764 | Burst Time 215 | Arrival Time 4 | Turn Around Time 226979
Process 903 | Waiting Time 226979 | Burst Time 280 | Arrival Time 4 | Turn Around Time 227259
Process 904 | Waiting Time 227259 | Burst Time 213 | Arrival Time 4 | Turn Around Time 227472
Process 905 | Waiting Time 227472 | Burst Time 97 | Arrival Time 4 | Turn Around Time 227569
Process 906 | Waiting Time 227570 | Burst Time 230 | Arrival Time 3 | Turn Around Time 227800
Process 907 | Waiting Time 227800 | Burst Time 265 | Arrival Time 3 | Turn Around Time 228065
Process 908 | Waiting Time 228065 | Burst Time 270 | Arrival Time 3 | Turn Around Time 228335
Process 909 | Waiting Time 228335 | Burst Time 293 | Arrival Time 3 | Turn Around Time 228628
Process 910 | Waiting Time 228628 | Burst Time 161 | Arrival Time 3 | Turn Around Time 228789
Process 911 | Waiting Time 228789 | Burst Time 287 | Arrival Time 3 | Turn Around Time 229076
Process 912 | Waiting Time 229076 | Burst Time 215 | Arrival Time 3 | Turn Around Time 229291
Process 913 | Waiting Time 229291 | Burst Time 208 | Arrival Time 3 | Turn Around Time 229499
Process 914 | Waiting Time 229499 | Burst Time 203 | Arrival Time 3 | Turn Around Time 229702
Process 915 | Waiting Time 229702 | Burst Time 265 | Arrival Time 3 | Turn Around Time 229967
Process 916 | Waiting Time 229967 | Burst Time 301 | Arrival Time 3 | Turn Around Time 230268
Process 917 | Waiting Time 230268 | Burst Time 300 | Arrival Time 3 | Turn Around Time 230568
Process 918 | Waiting Time 230568 | Burst Time 208 | Arrival Time 3 | Turn Around Time 230776
Process 919 | Waiting Time 230776 | Burst Time 237 | Arrival Time 3 | Turn Around Time 231013
Process 920 | Waiting Time 231013 | Burst Time 209 | Arrival Time 3 | Turn Around Time 231222
Process 921 | Waiting Time 231222 | Burst Time 266 | Arrival Time 3 | Turn Around Time 231488
Process 922 | Waiting Time 231488 | Burst Time 317 | Arrival Time 3 | Turn Around Time 231805
Process 923 | Waiting Time 231805 | Burst Time 272 | Arrival Time 3 | Turn Around Time 232077
Process 924 | Waiting Time 232077 | Burst Time 189 | Arrival Time 3 | Turn Around Time 232266
Process 925 | Waiting Time 232266 | Burst Time 327 | Arrival Time 3 | Turn Around Time 232593
Process 926 | Waiting Time 232593 | Burst Time 307 | Arrival Time 3 | Turn Around Time 232900
Process 927 | Waiting Time 232900 | Burst Time 302 | Arrival Time 3 | Turn Around Time 233202
Process 928 | Waiting Time 233202 | Burst Time 254 | Arrival Time 3 | Turn Around Time 233456
Process 929 | Waiting Time 233456 | Burst Time 222 | Arrival Time 3 | Turn Around Time 233678
Process 930 | Waiting Time 233678 | Burst Time 261 | Arrival Time 3 | Turn Around Time 233939
Process 931 | Waiting Time 233939 | Burst Time 238 | Arrival Time 3 | Turn Around Time 234177
Process 932 | Waiting Time 234178 | Burst Time 203 | Arrival Time 2 | Turn Around Time 234381
Process 933 | Waiting Time 234381 | Burst Time 270 | Arrival Time 2 | Turn Around Time 234651
Process 934 | Waiting Time 234651 | Burst Time 276 | Arrival Time 2 | Turn Around Time 234927
Process 935 | Waiting Time 234927 | Burst Time 345 | Arrival Time 2 | Turn Around Time 235272
Process 936 | Waiting Time 235272 | Burst Time 229 | Arrival Time 2 | Turn Around Time 235501
Process 937 | Waiting Time 235501 | Burst Time 228 | Arrival Time 2 | Turn Around Time 235729
Process 938 | Waiting Time 235729 | Burst Time 194 | Arrival Time 2 | Turn Around Time 235923
Process 939 | Waiting Time 235923 | Burst Time 270 | Arrival Time 2 | Turn Around Time 236193
Process 940 | Waiting Time 236193 | Burst Time 266 | Arrival Time 2 | Turn Around Time 236459
Process 941 | Waiting Time 236459 | Burst Time 231 | Arrival Time 2 | Turn Around Time 236690
Process 942 | Waiting Time 236690 | Burst Time 220 | Arrival Time 2 | Turn Around Time 236910
Process 943 | Waiting Time 236910 | Burst Time 280 | Arrival Time 2 | Turn Around Time 237190
Process 944 | Waiting Time 237190 | Burst Time 338 | Arrival Time 2 | Turn Around Time 237528
Process 945 | Waiting Time 237528 | Burst Time 281 | Arrival Time 2 | Turn Around Time 237809
Process 946 | Waiting Time 237809 | Burst Time 252 | Arrival Time 2 | Turn Around Time 238061
Process 947 | Waiting Time 238061 | Burst Time 176 | Arrival Time 2 | Turn Around Time 238237
Process 948 | Waiting Time 238237 | Burst Time 278 | Arrival Time 2 | Turn Around Time 238515
Process 949 | Waiting Time 238515 | Burst Time 257 | Arrival Time 2 | Turn Around Time 238772
Process 950 | Waiting Time 238772 | Burst Time 267 | Arrival Time 2 | Turn Around Time 239039
Process 951 | Waiting Time 239039 | Burst Time 272 | Arrival Time 2 | Turn Around Time 239311
Process 952 | Waiting Time 239311 | Burst Time 177 | Arrival Time 2 | Turn Around Time 239488
Process 953 | Waiting Time 239489 | Burst Time 211 | Arrival Time 1 | Turn Around Time 239700
Process 954 | Waiting Time 239700 | Burst Time 236 | Arrival Time 1 | Turn Around Time 239936
Process 955 | Waiting Time 239936 | Burst Time 325 | Arrival Time 1 | Turn Around Time 240261
Process 956 | Waiting Time 240261 | Burst Time 240 | Arrival Time 1 | Turn Around Time 240501
Process 957 | Waiting Time 240501 | Burst Time 224 | Arrival Time 1 | Turn Around Time 240725
Process 958 | Waiting Time 240725 | Burst Time 235 | Arrival Time 1 | Turn Around Time 240960
Process 959 | Waiting Time 240960 | Burst Time 278 | Arrival Time 1 | Turn Around Time 241238
Process 960 | Waiting Time 241238 | Burst Time 282 | Arrival Time 1 | Turn Around Time 241520
Process 961 | Waiting Time 241520 | Burst Time 213 | Arrival Time 1 | Turn Around Time 241733
Process 962 | Waiting Time 241733 | Burst Time 206 | Arrival Time 1 | Turn Around Time 241939
Process 963 | Waiting Time 241939 | Burst Time 257 | Arrival Time 1 | Turn Around Time 242196
Process 964 | Waiting Time 242196 | Burst Time 296 | Arrival Time 1 | Turn Around Time 242492
Process 965 | Waiting Time 242492 | Burst Time 199 | Arrival Time 1 | Turn Around Time 242691
Process 966 | Waiting Time 242691 | Burst Time 255 | Arrival Time 1 | Turn Around Time 242946
Process 967 | Waiting Time 242946 | Burst Time 180 | Arrival Time 1 | Turn Around Time 243126
Process 968 | Waiting Time 243126 | Burst Time 311 | Arrival Time 1 | Turn Around Time 243437
Process 969 | Waiting Time 243437 | Burst Time 335 | Arrival Time 1 | Turn Around Time 243772
Process 970 | Waiting Time 243772 | Burst Time 283 | Arrival Time 1 | Turn Around Time 244055
Process 971 | Waiting Time 244055 | Burst Time 152 | Arrival Time 1 | Turn Around Time 244207
Process 972 | Waiting Time 244207 | Burst Time 246 | Arrival Time 1 | Turn Around Time 244453
Process 973 | Waiting Time 244453 | Burst Time 297 | Arrival Time 1 | Turn Around Time 244750
Process 974 | Waiting Time 244750 | Burst Time 282 | Arrival Time 1 | Turn Around Time 245032
Process 975 | Waiting Time 245032 | Burst Time 193 | Arrival Time 1 | Turn Around Time 245225
Process 976 | Waiting Time 245225 | Burst Time 243 | Arrival Time 1 | Turn Around Time 245468
Process 977 | Waiting Time 245469 | Burst Time 255 | Arrival Time 0 | Turn Around Time 245724
Process 978 | Waiting Time 245724 | Burst Time 220 | Arrival Time 0 | Turn Around Time 245944
Process 979 | Waiting Time 245944 | Burst Time 372 | Arrival Time 0 | Turn Around Time 246316
Process 980 | Waiting Time 246316 | Burst Time 225 | Arrival Time 0 | Turn Around Time 246541
Process 981 | Waiting Time 246541 | Burst Time 227 | Arrival Time 0 | Turn Around Time 246768
Process 982 | Waiting Time 246768 | Burst Time 280 | Arrival Time 0 | Turn Around Time 247048
Process 983 | Waiting Time 247048 | Burst Time 323 | Arrival Time 0 | Turn Around Time 247371
Process 984 | Waiting Time 247371 | Burst Time 302 | Arrival Time 0 | Turn Around Time 247673
Process 985 | Waiting Time 247673 | Burst Time 171 | Arrival Time 0 | Turn Around Time 247844
Process 986 | Waiting Time 247844 | Burst Time 323 | Arrival Time 0 | Turn Around Time 248167
Process 987 | Waiting Time 248167 | Burst Time 328 | Arrival Time 0 | Turn Around Time 248495
Process 988 | Waiting Time 248495 | Burst Time 190 | Arrival Time 0 | Turn Around Time 248685
Process 989 | Waiting Time 248685 | Burst Time 322 | Arrival Time 0 | Turn Around Time 249007
Process 990 | Waiting Time 249007 | Burst Time 271 | Arrival Time 0 | Turn Around Time 249278
Process 991 | Waiting Time 249278 | Burst Time 228 | Arrival Time 0 | Turn Around Time 249506
Process 992 | Waiting Time 249506 | Burst Time 279 | Arrival Time 0 | Turn Around Time 249785
Process 993 | Waiting Time 249785 | Burst Time 252 | Arrival Time 0 | Turn Around Time 250037
Process 994 | Waiting Time 250037 | Burst Time 233 | Arrival Time 0 | Turn Around Time 250270
Process 995 | Waiting Time 250270 | Burst Time 289 | Arrival Time 0 | Turn Around Time 250559
Process 996 | Waiting Time 250559 | Burst Time 248 | Arrival Time 0 | Turn Around Time 250807
Process 997 | Waiting Time 250807 | Burst Time 274 | Arrival Time 0 | Turn Around Time 251081
Process 998 | Waiting Time 251081 | Burst Time 287 | Arrival Time 0 | Turn Around Time 251368
Process 999 | Waiting Time 251368 | Burst Time 179 | Arrival Time 0 | Turn Around Time 251547
